Transaction_ID,Date,Cost_Center,GL_Account_Name,Account_Category,Vendor_Name,Budget_INR,Actual_INR
GL-448040,2025-05-08,Supply Chain Services,IT Infrastructure (Servers),CAPEX,Blue Yonder,436199.15,414389.59
GL-188210,2025-05-18,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Blue Yonder,341613.25,351217.55
GL-707583,2024-10-23,Supply Chain Services,Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator B,436566.12,451014.21
GL-497689,2024-05-14,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Indian Oil Corp,177391.34,193945.72
GL-586701,2024-09-10,Part Truckload (PTL),Cloud Hosting (Orion Platform),OPEX,Prologis Warehousing,115497.77,124482.15
GL-260583,2024-06-30,Supply Chain Services,IT Infrastructure (Servers),CAPEX,AWS India,407384.64,397651.06
GL-335409,2024-07-17,Part Truckload (PTL),Line-haul Costs (Fuel & Tolls),OPEX,Indian Oil Corp,30005.48,29968.37
GL-922600,2025-02-22,Corporate HQ,Material Handling Equipment (AGVs),CAPEX,Prologis Warehousing,385445.4,380417.51
GL-457345,2025-09-02,Part Truckload (PTL),Cloud Hosting (Orion Platform),OPEX,Local Fleet Operator B,360276.53,385039.08
GL-366456,2025-03-02,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Local Fleet Operator A,273178.84,275586.44
GL-649769,2025-06-05,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Local Fleet Operator A,483767.87,521725.74
GL-489659,2024-12-08,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Blue Yonder,331607.53,445663.72
GL-422040,2024-07-13,Part Truckload (PTL),Cloud Hosting (Orion Platform),OPEX,Indian Oil Corp,132708.74,145031.1
GL-504967,2025-06-29,Corporate HQ,Cloud Hosting (Orion Platform),OPEX,Reliance BP Mobility,111198.69,126761.25
GL-358041,2026-01-18,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Amazon Web Serv,120525.19,115870.93
GL-662757,2025-12-05,Supply Chain Services,Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator B,106522.53,105614.6
GL-807353,2024-06-01,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator A,469524.11,448416.96
GL-615211,2026-01-24,Corporate HQ,Facility Leases (Hubs & Gateways),OPEX,Vanderlande Sorters,366326.61,379008.59
GL-348591,2025-03-22,Corporate HQ,Facility Leases (Hubs & Gateways),OPEX,Local Fleet Operator B,233614.72,239864.86
GL-191025,2024-12-24,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Reliance BP Mobility,299726.78,287618.57
GL-749084,2025-06-17,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,AWS India,195148.96,190300.17
GL-922643,2026-03-29,Part Truckload (PTL),Freight Handling & Contract Labor,OPEX,Vanderlande Sorters,125130.1,130508.67
GL-220432,2024-08-24,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Blue Yonder,423128.88,425964.99
GL-674167,2025-11-18,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Reliance BP Mobility,18521.53,19100.31
GL-468675,2024-08-22,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Vanderlande Sorters,17614.84,18404.96
GL-982602,2025-06-30,Corporate HQ,Automated Sorter Systems,CAPEX,Indian Oil Corp,436418.6,431254.5
GL-214995,2026-02-03,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Indian Oil Corp,340818.89,326132.72
GL-896303,2024-08-18,Part Truckload (PTL),Facility Leases (Hubs & Gateways),OPEX,Local Fleet Operator B,177350.81,179568.04
GL-225167,2025-12-20,Part Truckload (PTL),IT Infrastructure (Servers),CAPEX,Blue Yonder,363532.44,372295.57
GL-705777,2024-11-23,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Indian Oil Corp,363196.37,380733.21
GL-123999,2025-02-22,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Prologis Warehousing,244814.53,249994.67
GL-442704,2025-12-16,Corporate HQ,Automated Sorter Systems,CAPEX,AWS India,418593.25,428479.26
GL-419464,2024-08-11,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Prologis Warehousing,418457.04,438271.67
GL-762566,2024-07-20,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Reliance BP Mobility,189060.87,183334.29
GL-987759,2024-12-23,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,AWS India,334878.78,319376.65
GL-396677,2024-10-16,Supply Chain Services,Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator B,270146.49,279493.25
GL-874887,2025-08-05,Supply Chain Services,Automated Sorter Systems,CAPEX,Reliance BP Mobility,195718.49,204490.65
GL-758019,2025-05-09,Part Truckload (PTL),Material Handling Equipment (AGVs),CAPEX,Vanderlande Sorters,288261.32,299632.19
GL-983562,2026-01-23,Supply Chain Services,Facility Leases (Hubs & Gateways),OPEX,Blue Yonder,67445.66,64684.65
GL-187236,2025-07-30,Part Truckload (PTL),Material Handling Equipment (AGVs),CAPEX,Reliance BP Mobility,205099.14,201104.66
GL-144268,2024-12-23,Supply Chain Services,Employee Benefit Expenses,OPEX,Local Fleet Operator B,373881.94,361498.59
GL-469083,2025-09-22,Part Truckload (PTL),Freight Handling & Contract Labor,OPEX,Local Fleet Operator B,296608.38,287938.8
GL-357216,2024-05-04,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Local Fleet Operator B,430106.09,418889.72
GL-837416,2024-11-28,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Indian Oil Corp,471730.57,483322.43
GL-539714,2024-08-31,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Local Fleet Operator B,85534.04,87941.22
GL-926712,2026-01-11,Part Truckload (PTL),IT Infrastructure (Servers),CAPEX,Blue Yonder,198503.18,193955.7
GL-941640,2026-01-26,Part Truckload (PTL),Line-haul Costs (Fuel & Tolls),OPEX,Amazon Web Serv,326249.82,324837.75
GL-608445,2025-08-27,Part Truckload (PTL),IT Infrastructure (Servers),CAPEX,Blue Yonder,487834.04,509905.06
GL-765351,2025-02-18,Part Truckload (PTL),Freight Handling & Contract Labor,OPEX,Vanderlande Sorters,120962.66,117684.82
GL-914624,2025-05-25,Supply Chain Services,Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator B,129949.32,126374.3
GL-259811,2024-06-16,Part Truckload (PTL),Automated Sorter Systems,CAPEX,AWS India,45201.32,45835.96
GL-147313,2024-05-01,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Vanderlande Sorters,188077.74,180613.14
GL-901324,2024-08-18,Part Truckload (PTL),Line-haul Costs (Fuel & Tolls),OPEX,Blue Yonder,20829.88,20430.82
GL-217012,2025-12-13,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Blue Yonder,280056.0,273462.15
GL-788441,2025-10-28,Part Truckload (PTL),Facility Leases (Hubs & Gateways),OPEX,Prologis Warehousing,284570.63,295329.7
GL-482982,2024-08-30,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Vanderlande Sorters,24979.39,25877.97
GL-408780,2025-03-14,Supply Chain Services,Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator A,323314.95,322896.93
GL-122938,2025-08-13,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Indian Oil Corp,452377.76,456246.97
GL-536398,2025-12-09,Part Truckload (PTL),Cloud Hosting (Orion Platform),OPEX,Indian Oil Corp,364648.37,397235.8
GL-857158,2026-02-16,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Blue Yonder,226573.49,217178.27
GL-441826,2025-11-08,Part Truckload (PTL),IT Infrastructure (Servers),CAPEX,Local Fleet Operator A,449950.55,434987.59
GL-971710,2025-11-20,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Blue Yonder,156112.19,153980.37
GL-151899,2024-06-01,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Reliance BP Mobility,245112.09,244325.41
GL-967005,2025-01-01,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Local Fleet Operator B,82429.94,79006.37
GL-437532,2024-09-14,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Prologis Warehousing,291708.49,287539.7
GL-881635,2024-05-14,Part Truckload (PTL),Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator A,48109.51,48399.94
GL-843709,2024-05-01,Supply Chain Services,Material Handling Equipment (AGVs),CAPEX,Blue Yonder,328794.68,321138.17
GL-820506,2024-10-30,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Local Fleet Operator A,133111.19,132702.04
GL-580861,2025-05-02,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Prologis Warehousing,143450.71,141128.1
GL-696669,2025-07-03,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Reliance BP Mobility,171029.59,174159.75
GL-401880,2025-03-31,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,AWS India,374146.41,363094.88
GL-333153,2024-11-16,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,AWS India,84976.97,83773.69
GL-960913,2024-08-31,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Indian Oil Corp,301828.17,301258.93
GL-270675,2025-03-03,Supply Chain Services,Line-haul Costs (Fuel & Tolls),OPEX,Vanderlande Sorters,370646.19,369038.1
GL-347644,2024-06-26,Part Truckload (PTL),Line-haul Costs (Fuel & Tolls),OPEX,Reliance BP Mobility,42530.24,43188.27
GL-355830,2024-05-13,Part Truckload (PTL),IT Infrastructure (Servers),CAPEX,Prologis Warehousing,113325.57,115355.11
GL-925620,2024-08-18,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Local Fleet Operator B,371713.21,367974.84
GL-498213,2025-08-23,Corporate HQ,Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator B,29428.4,30672.77
GL-854440,2025-05-23,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Vanderlande Sorters,375625.4,363557.56
GL-601354,2025-01-08,Corporate HQ,Material Handling Equipment (AGVs),CAPEX,Reliance BP Mobility,379093.18,377856.29
GL-130558,2025-01-31,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Vanderlande Sorters,374724.81,356912.87
GL-173852,2025-01-11,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Blue Yonder,352373.26,386836.4
GL-751142,2024-11-05,Part Truckload (PTL),Freight Handling & Contract Labor,OPEX,Local Fleet Operator A,348359.42,361618.63
GL-212884,2025-11-11,Cross-Border,Line-haul Costs (Fuel & Tolls),OPEX,AWS India,107381.07,144298.71
GL-192157,2025-10-19,Supply Chain Services,Material Handling Equipment (AGVs),CAPEX,Prologis Warehousing,439028.99,447854.28
GL-656983,2025-09-05,Corporate HQ,Automated Sorter Systems,CAPEX,Reliance BP Mobility,114893.72,119598.49
GL-980990,2025-06-18,Part Truckload (PTL),Facility Leases (Hubs & Gateways),OPEX,Local Fleet Operator A,211761.63,210297.59
GL-866830,2025-01-19,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Local Fleet Operator A,372908.73,365906.62
GL-568804,2024-06-19,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Blue Yonder,311223.82,309504.1
GL-387454,2024-04-27,Cross-Border,Employee Benefit Expenses,OPEX,Prologis Warehousing,208864.37,204541.81
GL-438748,2024-04-14,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Vanderlande Sorters,429634.67,426247.04
GL-167806,2024-10-05,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Prologis Warehousing,389905.84,372324.22
GL-852650,2024-10-11,Supply Chain Services,Employee Benefit Expenses,OPEX,AWS India,93749.75,93774.58
GL-324812,2024-10-14,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Indian Oil Corp,146619.52,147151.34
GL-951981,2025-07-23,Part Truckload (PTL),Material Handling Equipment (AGVs),CAPEX,Prologis Warehousing,297794.99,301269.59
GL-541725,2025-05-05,Supply Chain Services,Freight Handling & Contract Labor,OPEX,Local Fleet Operator A,361423.44,367337.84
GL-157999,2025-05-26,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Blue Yonder,262228.18,259693.3
GL-912871,2024-09-23,Supply Chain Services,Cloud Hosting (Orion Platform),OPEX,Reliance BP Mobility,260512.79,298291.98
GL-214918,2024-05-08,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Vanderlande Sorters,404249.13,390359.11
GL-876703,2026-01-20,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Reliance BP Mobility,108902.3,120962.9
GL-838853,2024-06-28,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Reliance BP Mobility,182754.24,181239.14
GL-637959,2026-02-09,Part Truckload (PTL),Material Handling Equipment (AGVs),CAPEX,Blue Yonder,298309.15,285318.48
GL-650764,2024-08-06,Supply Chain Services,Facility Leases (Hubs & Gateways),OPEX,Reliance BP Mobility,462401.2,484804.93
GL-350492,2025-04-28,Supply Chain Services,Freight Handling & Contract Labor,OPEX,Local Fleet Operator B,376577.46,376518.81
GL-118686,2024-07-09,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Prologis Warehousing,241875.64,247298.0
GL-778659,2025-01-17,Supply Chain Services,Employee Benefit Expenses,OPEX,Local Fleet Operator B,112740.31,111437.73
GL-753079,2025-03-28,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Local Fleet Operator A,365998.05,381125.11
GL-339634,2024-12-12,Supply Chain Services,Material Handling Equipment (AGVs),CAPEX,Indian Oil Corp,176750.47,181221.1
GL-576373,2025-06-22,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Reliance BP Mobility,362940.8,358443.93
GL-860864,2025-07-08,Supply Chain Services,Line-haul Costs (Fuel & Tolls),OPEX,AWS India,208496.41,214780.2
GL-296195,2024-05-30,Cross-Border,Material Handling Equipment (AGVs),CAPEX,Blue Yonder,22709.86,21738.63
GL-699552,2025-02-03,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,AWS India,17990.39,17442.9
GL-204505,2025-10-07,Corporate HQ,Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator B,43868.31,61006.01
GL-326204,2024-07-20,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Local Fleet Operator A,392537.5,406231.22
GL-832895,2025-08-01,Part Truckload (PTL),IT Infrastructure (Servers),CAPEX,AWS India,276296.33,274026.42
GL-339119,2025-08-29,Corporate HQ,Employee Benefit Expenses,OPEX,Local Fleet Operator B,379980.62,388478.83
GL-907124,2025-05-15,Part Truckload (PTL),Material Handling Equipment (AGVs),CAPEX,Prologis Warehousing,195895.72,194969.66
GL-721287,2024-04-04,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Blue Yonder,375594.5,382830.7
GL-396548,2025-01-18,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Indian Oil Corp,159146.87,152488.62
GL-922626,2024-04-10,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Blue Yonder,95387.75,92430.34
GL-603682,2025-05-27,Part Truckload (PTL),Automated Sorter Systems,CAPEX,AWS India,376353.73,393760.18
GL-576730,2024-07-04,Part Truckload (PTL),IT Infrastructure (Servers),CAPEX,Prologis Warehousing,275105.18,269079.75
GL-344843,2025-10-28,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Blue Yonder,449799.7,465658.41
GL-116200,2025-11-23,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Vanderlande Sorters,347326.89,349238.46
GL-936573,2025-10-10,Corporate HQ,Cloud Hosting (Orion Platform),OPEX,Local Fleet Operator B,116339.62,131613.56
GL-237846,2024-05-20,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Vanderlande Sorters,41301.68,42695.26
GL-767943,2026-03-03,Cross-Border,Line-haul Costs (Fuel & Tolls),OPEX,Reliance BP Mobility,182920.11,186869.12
GL-470651,2025-05-11,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Local Fleet Operator A,479689.38,461481.03
GL-615388,2026-03-11,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Indian Oil Corp,409619.97,439734.47
GL-174846,2024-08-30,Part Truckload (PTL),Facility Leases (Hubs & Gateways),OPEX,AWS India,106359.42,110628.77
GL-338794,2024-07-05,Supply Chain Services,Facility Leases (Hubs & Gateways),OPEX,Local Fleet Operator A,226694.77,236809.14
GL-218842,2025-02-23,Part Truckload (PTL),Facility Leases (Hubs & Gateways),OPEX,Indian Oil Corp,189194.78,189147.84
GL-113834,2024-12-27,Cross-Border,IT Infrastructure (Servers),CAPEX,Blue Yonder,299922.81,291750.19
GL-190781,2024-12-22,Corporate HQ,Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator B,115874.42,151182.96
GL-897760,2024-04-05,Supply Chain Services,Freight Handling & Contract Labor,OPEX,AWS India,402534.93,384239.3
GL-342270,2026-02-18,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Blue Yonder,448028.31,439917.16
GL-603929,2025-08-24,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Local Fleet Operator B,172385.67,172338.16
GL-926264,2024-05-23,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Reliance BP Mobility,230074.19,230345.93
GL-607612,2025-06-20,Supply Chain Services,Employee Benefit Expenses,OPEX,Local Fleet Operator B,338014.8,350191.53
GL-316231,2024-12-30,Supply Chain Services,Line-haul Costs (Fuel & Tolls),OPEX,Prologis Warehousing,398901.08,548215.88
GL-506421,2024-06-02,Cross-Border,Freight Handling & Contract Labor,OPEX,Local Fleet Operator A,14210.4,14273.68
GL-441161,2025-05-08,Supply Chain Services,Material Handling Equipment (AGVs),CAPEX,Blue Yonder,428237.94,415384.23
GL-215783,2024-09-14,Part Truckload (PTL),IT Infrastructure (Servers),CAPEX,Reliance BP Mobility,421905.96,409142.68
GL-692307,2025-04-29,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Prologis Warehousing,118290.44,123819.83
GL-296884,2025-08-27,Supply Chain Services,Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator B,342375.59,334792.65
GL-550217,2024-06-24,Corporate HQ,Facility Leases (Hubs & Gateways),OPEX,Vanderlande Sorters,415705.69,428002.3
GL-739064,2025-12-21,Supply Chain Services,Facility Leases (Hubs & Gateways),OPEX,Local Fleet Operator B,115294.79,120940.93
GL-529996,2024-12-24,Cross-Border,Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator B,139997.79,138778.46
GL-861549,2025-06-07,Corporate HQ,Freight Handling & Contract Labor,OPEX,Prologis Warehousing,70997.44,68759.95
GL-991164,2026-02-20,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,AWS India,236178.73,235146.91
GL-847054,2025-04-15,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Prologis Warehousing,464587.58,456216.18
GL-487231,2025-09-05,Express Parcel (B2C),Automated Sorter Systems,CAPEX,AWS India,44305.84,44919.85
GL-927196,2024-07-18,Cross-Border,Freight Handling & Contract Labor,OPEX,Prologis Warehousing,381263.56,375377.22
GL-537075,2024-09-22,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator A,12241.34,12060.38
GL-285293,2025-10-27,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator B,485853.46,676762.2
GL-616977,2025-07-27,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Local Fleet Operator B,412505.57,392520.51
GL-997661,2024-08-14,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Local Fleet Operator A,38648.03,37327.77
GL-273442,2025-04-23,Part Truckload (PTL),Employee Benefit Expenses,OPEX,AWS India,266899.52,278514.68
GL-246224,2024-09-27,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Prologis Warehousing,441166.25,447465.0
GL-222427,2024-04-15,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Vanderlande Sorters,67184.48,67132.98
GL-344825,2026-02-03,Corporate HQ,Cloud Hosting (Orion Platform),OPEX,Blue Yonder,22593.49,24086.87
GL-566155,2025-03-06,Part Truckload (PTL),Facility Leases (Hubs & Gateways),OPEX,Blue Yonder,210535.01,203132.19
GL-628102,2025-05-12,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Blue Yonder,122404.73,116377.36
GL-104138,2025-02-01,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Vanderlande Sorters,69292.04,66384.39
GL-908170,2024-12-17,Corporate HQ,Facility Leases (Hubs & Gateways),OPEX,Prologis Warehousing,100590.16,95810.81
GL-556016,2024-05-12,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Blue Yonder,196629.33,188827.13
GL-318672,2024-12-03,Cross-Border,Cloud Hosting (Orion Platform),OPEX,Vanderlande Sorters,276577.84,304194.95
GL-664593,2025-12-17,Corporate HQ,Automated Sorter Systems,CAPEX,Vanderlande Sorters,413830.56,402555.26
GL-587233,2025-12-22,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Local Fleet Operator A,103661.51,99187.26
GL-691412,2024-11-15,Supply Chain Services,Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator A,311317.12,392960.88
